0 0 350 0 0 
0 0 317 0 0 
0 0 362 0 0 
0 0 313 0 0 
0 0 323 0 0 
0 0 348 0 0 
0 0 331 0 0 
0 0 324 0 0 
0 0 349 0 0 
0 0 344 0 0 
0 0 340 0 0 
0 0 333 0 0 
0 0 313 0 0 
0 0 343 0 0 
0 0 351 0 0 
0 0 337 0 0 
0 0 323 0 0 
0 0 321 0 0 
0 0 321 0 0 
0 0 356 0 0 
0 0 343 0 0 
0 0 340 0 0 
0 0 363 0 0 
0 0 341 0 0 
0 0 323 0 0 
0 0 317 0 0 
0 0 319 0 0 
0 0 317 0 0 
0 0 353 0 0 
0 0 335 0 0 
0 0 335 0 0 
0 0 336 0 0 
0 0 335 0 0 
0 0 329 0 0 
0 0 361 0 0 
0 0 346 0 0 
0 0 310 0 0 
0 0 345 0 0 
0 0 319 0 0 
0 0 295 0 0 
0 0 333 0 0 
0 0 354 0 0 
0 0 329 0 0 
0 0 354 0 0 
0 0 325 0 0 
0 0 350 0 0 
0 0 347 0 0 
0 0 339 0 0 
0 0 333 0 0 
0 0 321 0 0 
0 0 323 0 0 
0 0 325 0 0 
0 0 360 0 0 
0 0 328 0 0 
0 0 338 0 0 
0 0 316 0 0 
0 0 335 0 0 
0 0 319 0 0 
0 0 312 0 0 
0 0 310 0 0 
0 0 345 0 0 
0 0 338 0 0 
0 0 331 0 0 
0 0 352 0 0 
0 0 338 0 0 
0 0 333 0 0 
0 0 325 0 0 
0 0 330 0 0 
0 0 338 0 0 
0 0 342 0 0 
0 0 319 0 0 
0 0 342 0 0 
0 0 357 0 0 
0 0 338 0 0 
0 0 363 0 0 
0 0 345 0 0 
0 0 341 0 0 
0 0 342 0 0 
0 0 326 0 0 
0 0 334 0 0 
0 0 358 0 0 
0 0 342 0 0 
0 0 329 0 0 
0 0 361 0 0 
0 0 331 0 0 
0 0 313 0 0 
0 0 345 0 0 
0 0 355 0 0 
0 0 352 0 0 
0 0 344 0 0 
0 0 346 0 0 
0 0 326 0 0 
